"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","15.3.4.b","Number of Male STI/RTI attendeees found sero Positive for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","15.3.4.c","Number of Female(Non ANC)STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","15.3.4.d","Number of Female(Non ANC)STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","15.4.1","Widal tests - Number Tested","M15 [Laboratory Testing]","68","NA","68","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","15.4.2","Widal tests - Number Positive","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","15.5.1","Radiology - X-ray","M15 [Laboratory Testing]","15","NA","15","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.1","Total number of pregnant women registered for ANC","M1 [Ante Natal Care (ANC)]","450","NA","414","36"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.1.1","Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)","M1 [Ante Natal Care (ANC)]","425","NA","394","31"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.2.1","Number of PW given TT1/ Td1","M1 [Ante Natal Care (ANC)]","286","NA","273","13"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.2.2","Number of PW given TT2 / Td2","M1 [Ante Natal Care (ANC)]","248","NA","241","7"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.2.3","Number of PW given TT Booster/ Td Booster","M1 [Ante Natal Care (ANC)]","132","NA","128","4"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.2.4","Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets","M1 [Ante Natal Care (ANC)]","410","NA","391","19"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.2.5","Number of PW provided full Course 360 Calcium tablets","M1 [Ante Natal Care (ANC)]","399","NA","380","19"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.2.6","Number of PW given one Albendazole tablet after 1st trimester","M1 [Ante Natal Care (ANC)]","505","NA","273","232"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.2.7","Number of PW received 4 or more ANC check ups","M1 [Ante Natal Care (ANC)]","342","NA","323","19"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.2.8","Number of PW given ANC Corticosteroids in Pre Term Labour","M1 [Ante Natal Care (ANC)]","78","NA","NA","78"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.3.1","New cases of PW with hypertension detected","M1 [Ante Natal Care (ANC)]","17","NA","NA","17"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.3.1.a","Out of the new cases of PW with hypertension detected, cases managed at institution","M1 [Ante Natal Care (ANC)]","17","NA","NA","17"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.3.2","Number of Eclampsia cases managed during delivery","M1 [Ante Natal Care (ANC)]","2","NA","NA","2"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.4.1","Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs","M1 [Ante Natal Care (ANC)]","353","NA","334","19"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.4.2","Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9)","M1 [Ante Natal Care (ANC)]","287","NA","264","23"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.4.3","Number of PW having Hb level<7 (out of total tested cases)","M1 [Ante Natal Care (ANC)]","19","1","3","17"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.4.4","Number of PW having severe anaemia (Hb < 7) treated","M1 [Ante Natal Care (ANC)]","19","1","3","17"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.5.1","Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test)","M1 [Ante Natal Care (ANC)]","127","NA","NA","127"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.5.2","Number of PW tested positive for GDM","M1 [Ante Natal Care (ANC)]","2","NA","NA","2"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.5.3","Number of PW given insulin out of total tested positive for GDM","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.6.1.a","Number of PW tested using POC test for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.6.1.b","Out of above,number of PW found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.6.2.a","Number of pregnant women tested for Syphilis","M1 [Ante Natal Care (ANC)]","267","NA","184","83"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.6.2.b","Number of pregnant women tested found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.6.2.c","Number of syphilis positive pregnanat women treated for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.6.2.d","Number of babies daignosed with Congenital Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","1.6.2.e","Number of babies treated for Congenital Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","2.1.1.a","Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife)","M2 [Deliveries]","1","NA","1","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","2.1.1.b","Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.)","M2 [Deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","2.1.2","Number of PW given Tablet Misoprostol during home delivery","M2 [Deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","2.1.3","Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery","M2 [Deliveries]","1","NA","1","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","2.2","Number of Institutional Deliveries conducted (Including C-Sections)","M2 [Deliveries]","659","128","108","679"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","2.2.1","Out of total institutional deliveries number of women discharged within 48 hours of delivery","M2 [Deliveries]","96","31","NA","127"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","2.2.2","Number of newborns received 6 HBNC  visits after Institutional Delivery","M2 [Deliveries]","251","2","251","2"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","3.1","Total C -Section deliveries performed","M3 [Number of Caesarean (C-Section) deliveries]","220","91","NA","311"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","3.1.1","C-sections, performed at night (8 PM- 8 AM)","M3 [Number of Caesarean (C-Section) deliveries]","59","5","NA","64"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","4.1.1.a","Live Birth - Male","M4 [Pregnancy outcome & details of new-born]","334","72","58","348"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","4.1.1.b","Live Birth - Female","M4 [Pregnancy outcome & details of new-born]","312","50","49","313"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","4.1.2","Number of Pre term newborns (< 37 weeks of pregnancy)","M4 [Pregnancy outcome & details of new-born]","76","5","12","69"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","22","6","2","26"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","4.2","Abortion (spontaneous)","M4 [Pregnancy outcome & details of new-born]","47","20","4","63"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","4.3.1.a","MTP up to 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","19","65","4","80"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","4.3.1.b","MTP more than 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","1","2","NA","3"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","4.3.2.a","Post Abortion/ MTP Complications Identified","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","4.3.2.b","Post Abortion/ MTP Complications Treated","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","4.3.3","Number of women provided with post abortion/ MTP contraception","M4 [Pregnancy outcome & details of new-born]","16","NA","NA","16"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","4.4.1","Number of newborns weighed at birth","M4 [Pregnancy outcome & details of new-born]","646","127","107","666"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","4.4.2","Number of newborns having weight less than 2.5 kg","M4 [Pregnancy outcome & details of new-born]","126","26","11","141"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","4.4.3","Number of Newborns breast fed within 1 hour of birth ","M4 [Pregnancy outcome & details of new-born]","628","125","107","646"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","5.1","Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)","M5 [Complicated Pregnancies]","253","NA","7","246"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","5.2","Number of Complicated pregnancies treated with Blood Transfusion","M5 [Complicated Pregnancies]","15","1","NA","16"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","6.1","Women receiving 1st post partum checkups within 48 hours of home delivery","M6 [Post Natal Care (PNC)]","1","NA","1","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","6.2","Women receiving 1st post partum checkup between 48 hours and 14 days","M6 [Post Natal Care (PNC)]","7","1","7","1"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","6.3","Number of mothers provided full course of 180 IFA tablets after delivery","M6 [Post Natal Care (PNC)]","815","27","264","578"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","6.4","Number of mothers provided full course of 360 Calcium tablets after delivery","M6 [Post Natal Care (PNC)]","817","39","266","590"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","7.1.1","New RTI/STI cases identified - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","39","NA","NA","39"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","7.1.2","New RTI/STI cases identified - Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","422","7","NA","429"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","7.2.1","RTI/STI for which treatment initiated - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","39","NA","NA","39"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","7.2.2","RTI/STI for which treatment initiated -Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","422","7","NA","429"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.1.1","Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.2.1","Number of Laparoscopic sterilizations (excluding post abortion) conducted","M8 [Family Planning]","13","NA","8","5"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.2.2","Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted","M8 [Family Planning]","10","1","2","9"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.2.3","Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted","M8 [Family Planning]","54","20","4","70"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.2.4","Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.3","Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD)","M8 [Family Planning]","17","2","17","2"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.4","Number of Postpartum (within 48 hours of delivery) IUCD insertions","M8 [Family Planning]","74","NA","39","35"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.5","Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.6","Number of IUCD Removals","M8 [Family Planning]","8","NA","4","4"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.7","Number of complications following IUCD Insertion","M8 [Family Planning]","5","NA","5","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.8","Injectable Contraceptive-Antara Program- First Dose","M8 [Family Planning]","16","1","10","7"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.9","Injectable Contraceptive-Antara Program- Second Dose","M8 [Family Planning]","18","NA","5","13"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.10","Injectable Contraceptive-Antara Program- Third Dose","M8 [Family Planning]","6","NA","2","4"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.11","Injectable Contraceptive-Antara Program- Fourth or more than fourth","M8 [Family Planning]","4","NA","2","2"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.12","Number of Combined Oral Pill cycles distributed","M8 [Family Planning]","1661","NA","1506","155"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.13","Number of Condom pieces distributed","M8 [Family Planning]","15620","NA","14796","824"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.14","Number of Centchroman (weekly) pill strips distributed","M8 [Family Planning]","153","NA","69","84"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.15","Number of Emergency Contraceptive Pills (ECP) given","M8 [Family Planning]","18","NA","2","16"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.16","Number of Pregnancy Test Kits (PTK) used","M8 [Family Planning]","521","NA","462","59"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.17.1","Complications following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.17.2","Complications following female sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.17.3","Failures following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.17.4","Failures following female sterilization","M8 [Family Planning]","2","NA","1","1"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.17.5","Deaths following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","8.17.6","Deaths following female sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","9.1.1","Child immunisation - Vitamin K (Birth Dose)","M9 [CHILD IMMUNISATION]","648","81","106","623"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","9.1.2","Child immunisation - BCG","M9 [CHILD IMMUNISATION]","660","59","107","612"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","9.1.3","Child immunisation - DPT1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","9.1.4","Child immunisation - DPT2","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","9.1.5","Child immunisation - DPT3","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","9.1.6","Child immunisation - Pentavalent 1","M9 [CHILD IMMUNISATION]","319","22","275","66"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","9.1.7","Child immunisation - Pentavalent 2","M9 [CHILD IMMUNISATION]","332","21","301","52"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","9.1.8","Child immunisation - Pentavalent 3","M9 [CHILD IMMUNISATION]","345","20","303","62"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","9.1.9","Child immunisation - OPV 0 (Birth Dose)","M9 [CHILD IMMUNISATION]","659","59","106","612"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","9.1.10","Child immunisation - OPV1","M9 [CHILD IMMUNISATION]","326","24","282","68"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","9.1.11","Child immunisation - OPV2","M9 [CHILD IMMUNISATION]","341","23","310","54"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","9.1.12","Child immunisation - OPV3","M9 [CHILD IMMUNISATION]","349","21","307","63"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","9.1.13","Child immunisation - Hepatitis-B0 (Birth Dose)","M9 [CHILD IMMUNISATION]","571","57","106","522"
